model,use_static_covariates,use_covariates,use_features,use_encoders,sample_weight,input_chunk_length,hidden_size,ff_size,num_blocks,dropout,norm_type,batch_size,n_epochs,normalize_before,activation,optimizer,optimizer_kwargs.lr,optimizer_kwargs.weight_decay,WIS_1,WIS_2,WIS_3,WIS,WIS_std,error_flag,error_msg
tsmixer,False,True,False,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,420.7560063515203,552.3469161286964,532.7868841107872,501.96326886366796,57.97478375220879,False,
tsmixer,False,True,False,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,616.5718477977925,571.8270294929196,578.9377974021241,589.1122248976121,19.632692503911763,False,
tsmixer,False,True,False,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,761.3707879529363,616.0407869117034,597.4187123854645,658.2767624167014,73.29383325976156,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,549.7180752811329,608.160252889421,530.7093587307371,562.8625623004303,32.95697605207204,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,574.8245289723033,481.7649363546439,565.5478941066223,540.7124531445232,41.85388305663417,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,428.4171618596419,559.1931220064556,449.10525106726357,478.9051783111204,57.3969493143124,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,416.64440779883387,488.60405325905873,501.2093250208246,468.8192620262391,37.25036715063115,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,510.83405039566844,514.1001990056227,432.4600780924615,485.7981091645843,37.73924659797032,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,475.1017539566847,541.3129977092879,463.2572118388172,493.2239878349299,34.346158907196155,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,446.90603941066223,571.9773580018742,526.6923910610161,515.1919294911842,51.70366941056504,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,514.7511962463557,545.5103302009579,716.2627938879634,592.1747734450923,88.63749655566048,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,477.25996928363185,448.40670540920445,527.0012708246564,484.2226485058309,32.461624570913195,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,576.221253644315,590.6316715691379,565.8365870991254,577.5631707708594,10.166927089002815,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,724.5778019575176,633.4070710120783,671.7468998594335,676.5772576096765,37.37668446396249,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,683.9200156184924,558.484061328613,522.9238335589338,588.4426368353464,69.05591861785209,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,765.187395746564,586.791302191795,509.6530256924199,620.5439078769263,107.01676617129996,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,573.3997286286964,622.3511616253645,579.5198693252812,591.7569198597806,21.77720141868162,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,661.9415703092461,656.9846381715952,802.9696558725531,707.2986214511315,67.67989812099773,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,517.2177583558934,651.1404145408162,614.1261625364432,594.1614451443843,56.46687474567043,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,673.5213155976677,604.9558005778842,649.0639736047481,642.5136965934333,28.372369883107005,False,
tsmixer,False,True,False,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,571.4106334600167,642.0690764264889,808.2620015097875,673.9139037987644,99.28145986550734,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,575.9032718138276,632.4760509943774,647.2828037796752,618.55404219596,30.758480051884575,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,653.7275219960433,651.3054766243232,562.1603883798418,622.3977956667361,42.60575472422362,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,625.0035102561433,613.9380061693045,429.3447265462308,556.0954143238929,89.74004674338259,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,507.45379282069973,541.8423198667223,630.1822029883382,559.8261052252534,51.69221777298987,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,729.8323741409829,533.6988774208663,753.1157944606414,672.2156820074969,98.40632865865747,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,587.6169165191587,910.7227855581008,619.8060146813829,706.0485722528807,145.32190636470318,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,812.8859390618492,648.361612088713,650.0473379581425,703.7649630362349,77.16325107421595,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,578.0294012911287,910.8394904466888,676.8361401499376,721.9016772959185,139.55600032394358,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,1322.109115602874,938.7236892180342,788.6961270043731,1016.5096439417604,224.60386634488626,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,607.4320518794253,734.3341688359017,523.8424630362349,621.8695612505206,86.53716276931245,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,645.8865006768012,554.0014798521449,663.2812770720532,621.0564192003332,47.94384374593607,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,620.0487605424823,608.7721371303625,806.6702439087879,678.4970471938776,90.74898282619672,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,698.5156515514369,721.2633016191169,715.3803022178259,711.7197517961266,9.640664497939877,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,682.5226639941691,658.7774578300707,629.924256950229,657.0747929248229,21.506935419761252,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,613.1468730476884,511.4249226884631,638.1802310235317,587.5840089198945,54.813757790002704,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,755.1861702155351,1402.648160662224,1020.073400536235,1059.302577137998,265.7767904225101,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,573.5931870835069,654.4726833871304,685.8888780716368,637.984916180758,47.303737725568325,False,
tsmixer,False,True,False,True,no-covid,8,32,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,568.1668347823822,589.0730383173678,897.3816838036236,684.8738523011247,150.50792044270725,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,675.3654594439816,600.3143950437318,604.4640666649314,626.7146403842149,34.44301177336817,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,623.6228993127862,609.8585863962932,663.8792249323199,632.4535702137997,22.920775268760266,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,614.6504202675968,575.8471787796751,623.7554284673054,604.7510091715258,20.773361982273386,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,594.9823593034153,547.1475667690546,515.3301210433153,552.4866823719284,32.73631400067892,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,570.9701112817577,693.5745314452312,519.8459533788006,594.7968653685965,72.8980583508321,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,720.3008160662226,617.3565874895877,703.039645460225,680.2323496720118,45.01487239559759,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,574.9372761349439,642.8083825749688,668.6682716836734,628.8046434645288,39.52596963553576,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,683.1262419304456,493.53130843919195,638.8629056903374,605.173485353325,80.98474129271166,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,549.2802420866306,678.9336087827988,643.5541377290713,623.9226628661669,54.720775931891446,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,468.983866878384,658.3577168367347,551.6427873802583,559.6614570317923,77.51919357702023,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,496.26078886401496,563.7273039879218,609.9071258069554,556.6317395529641,46.666424412169285,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,618.109630232195,584.8053346261975,480.1483656549354,561.0211101711093,58.779784680543955,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,550.3611465274886,710.8090338660975,464.7829943252812,575.3177249062891,101.97818765571957,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,547.8021933569346,699.0854410922532,487.74362557267807,578.2104200072886,88.91882415173967,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,546.9186791961682,607.4562739483548,578.2102580955853,577.5284037467028,24.719072105155423,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,772.721323667222,528.1435178050813,733.1954715483132,678.0201043402055,107.20017611924867,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,577.3015265774677,838.0339116513952,567.4503775770512,660.9286052686381,125.29692320206115,False,
tsmixer,False,True,False,True,no-covid,8,32,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,673.3712389369011,760.4076699812578,546.4744049354435,660.0844379512008,87.84176980463548,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,698.775024208663,588.6890144731361,577.3546370002083,621.6062252273358,54.76242434577483,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,571.6637414098292,713.1189246668056,603.2416003748439,629.3414221504928,60.626137048342855,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,673.7311450957933,695.4109544200335,638.9380354539775,669.3600449899349,23.26123429282088,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,535.231092513536,680.1558085172845,639.7663491774262,618.3844167360822,61.06654077526925,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,650.4690999843816,680.6532332882133,548.1814844075385,626.4346058933778,56.6888216055218,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,568.467384293003,669.5046740941274,536.0655316795085,591.3458633555463,56.82763286318057,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,787.0580768429821,656.0976904154519,1045.2860699968762,829.4806124184366,161.69240828146866,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,554.9960588036236,977.4695625520616,773.8807209235736,768.7821140930861,172.5117622773962,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,747.276103967097,611.5649828196584,557.7898283267388,638.876971704498,79.73171981358344,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,494.8489720428989,613.7715010672636,608.2052570543523,572.2752433881716,54.79578079211735,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,583.2587213660975,543.4822014264889,551.1739280508122,559.3049502811328,17.226491740127003,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,613.4345086682633,546.1489188098709,549.4435422740524,569.6756565840623,30.971400654344837,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,600.2222632496877,598.5081916389006,591.9188495678884,596.8831014854921,3.57932565322962,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,626.725908215327,539.2644868023741,539.3413148167431,568.443903278148,41.211612847666764,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,576.55316560808,686.9928830435236,719.6266093554768,661.0575526690268,61.22082215314549,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,615.5530663004998,790.733937942524,668.2988387650979,691.5286143360405,73.37938539818073,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,718.4929797480216,616.8002675968346,968.1287053571428,767.807317567333,147.60723950333548,False,
tsmixer,False,True,False,True,no-covid,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,792.8930323302791,1251.3853646917948,972.5403091159935,1005.6062353793559,188.63336805969445,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,683.4886880466473,669.496698511037,613.6259484329446,655.537111663543,30.181154664211174,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,631.4824847719701,584.2679007444815,565.5438897855062,593.764758433986,27.74427636682633,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,712.8257388848397,619.1822702780092,701.613695335277,677.8739014993753,41.75290937334345,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,637.0483785401917,630.1772944866723,790.380072495835,685.8685818408998,73.95400240782601,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,649.5654733704706,551.5730090326947,589.3558083871304,596.8314302634318,40.352979721251884,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,613.4447650718452,587.7094096209912,558.2781731570179,586.4774492832848,22.538507944989487,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,550.343137624948,578.4287760308206,580.8903835641399,569.8874324066361,13.856393753959857,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,621.091152124115,494.20833897334444,680.7978727613494,598.6991212862696,77.80302399259523,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,605.2461955955852,669.2571856778426,467.52116605060394,580.6748491080106,84.17113006615247,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,480.87237609329446,692.8143976468137,557.5138511297376,577.0668749566153,87.62265947660244,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,651.0148708871303,563.9315302217826,612.9406613129946,609.2956874739692,35.6449288686309,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,516.735575411287,648.2196820335276,567.1854539775094,577.3802371407746,54.160057707820606,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,525.310386167222,539.0174613442316,843.911552608288,636.0798000399138,147.06574268947085,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,563.3373045085381,508.14498568304873,535.4724804768846,535.6515902228238,22.532525743310625,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,582.3358859589754,663.7045836370262,677.7733634423157,641.2712776794391,42.06754837350526,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,875.3333486047479,595.1366948667222,575.5967141295293,682.0222525336665,136.92415810697204,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,625.7423108860892,575.2610791076635,785.9272491930445,662.3102130622657,89.80707992426689,False,
tsmixer,False,True,False,True,no-covid,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,696.3655608340276,508.85151681591003,851.1515447990421,685.4562074829932,139.95615452042244,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,588.1414996355686,594.5272856361933,622.7738338192419,601.814206363668,15.048234736313333,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,585.3588651863807,645.6018565181175,575.1960625780924,602.0522614275302,31.072453648736705,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,583.634122240733,619.2822767857143,623.3649759214911,608.7604583159795,17.845012029191686,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,489.17356270824655,558.7931825281132,573.6648465483132,540.5438639282243,36.82818199201861,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,617.7021376509789,709.53555901187,562.0818185131195,629.7731717253229,60.79985632925015,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,603.4174013431904,727.4608169773011,599.0709648323616,643.3163943842843,59.52554503583485,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,678.1742232403166,612.7644204237819,484.97447053311123,591.9710380657366,80.23220331823221,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,1041.29601871616,1049.0137727769682,1203.884676046439,1098.064822513189,74.8922425145383,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,506.8130703352769,520.5817685339442,647.3824386974177,558.2590925222129,63.26991063489044,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,497.71000650770515,621.8037743388171,663.1050667690546,594.2062825385256,70.28559669882216,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,661.8983137234485,529.8793846314037,615.6355890774678,602.4710958107734,54.69446847033815,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,638.2478192680134,614.1851534516869,610.3120089285715,620.9149938827572,12.357735472193625,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,563.9943958246565,777.1354279466888,878.3500804352352,739.8266347355269,131.01865935787248,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,565.7164876613912,561.031206788838,654.2131541545189,593.6536162015826,42.86475780108502,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,590.5565021084965,608.9802830851729,506.9207802738443,568.8191884891712,44.41034887697969,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,604.0659283892128,667.6792760828822,709.0876188306956,660.2776077675968,43.19318917131718,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,638.2206915087463,637.9727781393169,664.3755284256561,646.8563326912398,12.388355544496292,False,
tsmixer,False,True,False,True,no-covid,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,787.6113256195337,791.1454785766348,597.7051668575593,725.487323684576,90.36714838850176,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,619.8218696636817,668.1869084496044,561.1198827311538,616.37622028148,43.777782598007725,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,528.084017987297,622.6219445022907,635.9727147542691,595.5595590812856,48.022718589053845,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,555.5266189868805,544.6004304196168,572.0372425551853,557.388097320561,11.278105373707975,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,604.430353238234,712.2130935027072,669.6307438306956,662.0913968572123,44.323891896806266,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,508.48028751041227,580.8540447990421,666.5807828769263,585.3050383954602,64.62094689691465,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,563.6450218658892,602.3403941066224,612.1604788369431,592.7152982698182,20.943085472748795,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,541.0531178415243,611.4399167013744,513.2692171230738,555.2540838886575,41.31684193664944,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,580.709770017701,709.0412075697626,715.49819606414,668.4163912172012,62.07394368427918,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,708.7385732507289,604.7827894627238,587.0838015410245,633.5350547514923,53.66557207597106,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,607.7723560495626,517.2578439972929,648.7597881091212,591.2633293853256,54.93997510828205,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,536.3305853029988,550.8763720845482,584.2281381455645,557.1450318443705,20.05020304909495,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,582.4836212775925,596.3449164410664,546.0995814244064,574.9760397143551,21.188381382738918,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,502.62012390670554,592.9234229227405,671.7535906913785,589.0990458402748,69.10138344829372,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,625.0416838036235,633.175074838609,520.2427282902956,592.8198289775094,51.42706596435686,False,
tsmixer,False,True,False,True,no-covid,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,646.766023922324,623.088836422324,486.9914769887547,585.6154457778008,70.4043924612407,False,
